Accession,Description,Gene Symbol,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,"Abundance: F2: 130N, Sample, A, (-)BiotinPD","Abundance: F2: 129C, Sample, A, (-)Hpg","Abundance: F2: 126, Sample, A, 0_0Hr","Abundance: F2: 127N, Sample, A, 0_5Hr","Abundance: F2: 127C, Sample, A, 1_0Hr","Abundance: F2: 128N, Sample, A, 1_5Hr","Abundance: F2: 128C, Sample, A, 2_0Hr","Abundance: F2: 129N, Sample, A, 3_0Hr","Abundance: F2: 134N, Sample, B, (-)BiotinPD","Abundance: F2: 133C, Sample, B, (-)Hpg","Abundance: F2: 130C, Sample, B, 0_0Hr","Abundance: F2: 131N, Sample, B, 0_5Hr","Abundance: F2: 131C, Sample, B, 1_0Hr","Abundance: F2: 132N, Sample, B, 1_5Hr","Abundance: F2: 132C, Sample, B, 2_0Hr","Abundance: F2: 133N, Sample, B, 3_0Hr","Abundance: F1: 126, Sample, C, (-)BiotinPD","Abundance: F1: 130N, Sample, C, (-)Hpg","Abundance: F1: 129C, Sample, C, 0_0Hr","Abundance: F1: 129N, Sample, C, 0_5Hr","Abundance: F1: 128C, Sample, C, 1_0Hr","Abundance: F1: 128N, Sample, C, 1_5Hr","Abundance: F1: 127C, Sample, C, 2_0Hr","Abundance: F1: 127N, Sample, C, 3_0Hr","Abundance: F1: 130C, Sample, D, (-)BiotinPD","Abundance: F1: 134N, Sample, D, (-)Hpg","Abundance: F1: 133C, Sample, D, 0_0Hr","Abundance: F1: 133N, Sample, D, 0_5Hr","Abundance: F1: 132C, Sample, D, 1_0Hr","Abundance: F1: 132N, Sample, D, 1_5Hr","Abundance: F1: 131C, Sample, D, 2_0Hr","Abundance: F1: 131N, Sample, D, 3_0Hr","Abundance: F8: 126, Sample, E, (-)BiotinPD","Abundance: F8: 133C, Sample, E, (-)Hpg","Abundance: F8: 127C, Sample, E, 0_0Hr","Abundance: F8: 128C, Sample, E, 0_5Hr","Abundance: F8: 129C, Sample, E, 1_0Hr","Abundance: F8: 130C, Sample, E, 1_5Hr","Abundance: F8: 131C, Sample, E, 2_0Hr","Abundance: F8: 132C, Sample, E, 3_0Hr","Abundance: F8: 127N, Sample, F, (-)BiotinPD","Abundance: F8: 134N, Sample, F, (-)Hpg","Abundance: F8: 128N, Sample, F, 0_0Hr","Abundance: F8: 129N, Sample, F, 0_5Hr","Abundance: F8: 130N, Sample, F, 1_0Hr","Abundance: F8: 131N, Sample, F, 1_5Hr","Abundance: F8: 132N, Sample, F, 2_0Hr","Abundance: F8: 133N, Sample, F, 3_0Hr",Quantified,Run 1 - Quantified,Run 2 - Quantified,Run 3 - Quantified,Run 1 - Fully Quantified,Run 2 - Fully Quantified,Run 3 - Fully Quantified,Total - Fully Quantified,Run 1 - % Hpg Pulse Channels Quantified,Run 2 - % Hpg Pulse Channels Quantified,Run 3 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Hpg Pulse channels Quantified,Biological Replicate 2 - % Hpg Pulse Channels Quantified,Biological Replicate 3 - % Hpg Pulse Channels Quantified,Biological Replicate 4 - % Hpg Pulse Channels Quantified,Biological Replicate 5 - % Hpg Pulse channels Quantified,Biological Replicate 6 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Channels Quantified,Biological Replicate 2 - % Channels Quantified,Biological Replicate 3 - % Channels Quantified,Biological Replicate 4 - % Channels Quantified,Biological Replicate 5 - % Channels Quantified,Biological Replicate 6 - % Channels Quantified
B0BNJ4,Ethylmalonic encephalopathy 1 OS,ETHE1,5.598,13,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q9QX81,Protein Hnrnpab OS,HNRNPAB,5.56,12,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
F1MAS7,Protein Sdr9c7 OS,SDR9C7,5.54,7,2,3,2,26.4,25.5,10.3,21.4,5.9,14.9,7.6,12.9,70.1,16.8,6.3,10.2,10.9,12,11.4,8.6,,,,,,,,,,,,,,,,,27.1,170.2,114.7,47.7,29.2,42.4,23.8,15.5,99,19.1,39.3,26.8,37.7,23.9,22.1,14.7,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q8CHN6,Sphingosine-1-phosphate lyase 1 OS,SGPL1,5.537,5,2,3,2,320.4,23.9,14.9,13.6,12.5,9.9,4.9,9.4,834.3,4.4,11,1.7,7.6,8.4,10,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
P08503,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS",ACADM,5.533,10,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
G3V786,Protein Akr1b8 OS,AKR1B8,5.496,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P08699,Galectin-3 OS,LGALS3,5.474,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.4,8.3,9.3,13.6,5.7,5.5,,,517.4,6,,3.2,5.9,7.9,3.5,2.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,79%,,,,,71%,86%,,,,,75%,88%
M0RD20,Protein LOC100911363 OS,CAPNS1,5.463,13,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.8,455.2,281.4,56.7,87.7,93,46.2,10.7,261.2,27.5,66.5,26.1,90.5,39.1,52.5,35.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
B2RZ78,Vacuolar protein sorting-associated protein 29 OS,VPS29,5.447,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.1,275.2,114.3,77.7,43.9,69,63.7,41.5,1577.6,38.6,,42.8,82,63.5,53.3,50.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
O88813,Long-chain-fatty-acid--CoA ligase 5 OS,ACSL5,5.435,3,2,2,1,41.5,10.2,11.8,11.7,7.9,8,10.2,8.8,70.8,7.8,13.5,6.6,7.4,8.7,9.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
F1M6N0,Protein LOC686143 OS,LOC686143,5.405,15,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.6,260.1,1051,364.3,153.7,291.3,123,41.2,803.4,46.1,130.6,104.9,196.4,47.8,73.4,76,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q4G063,Cysteine-rich with EGF-like domain protein 2 OS,CRELD2,5.393,9,2,2,2,67,6.1,11.1,9.9,14,5.7,3.7,8.6,247.8,4.2,21.4,5,4.3,7.2,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93%,,,100%,86%,,,,,100%,88%,,,,
Q62991,Sec1 family domain-containing protein 1 OS,SCFD1,5.379,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
F1LXL7,Uncharacterized protein (Fragment) OS,GSTM6L,5.346,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.4,149.9,104,75.6,77.9,58.5,76.4,43.7,470.2,36.4,47,54.4,76.5,46.1,56.9,56.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q9EPH8,Polyadenylate-binding protein 1 OS,PABPC1,5.345,6,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.9,164,73.6,53.9,24,53.3,23.8,28.6,462,13.8,47.6,37.4,40.6,29.7,46.9,43.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q76GL9,Neutral amino acid transporter ASCT1 OS,SLC1A4,5.337,5,2,2,2,64.2,9.8,8.2,15.8,8.7,10.7,5.1,12.8,140.6,8.8,8.7,4.7,11.7,5.8,15.1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
P05369,Farnesyl pyrophosphate synthase OS,FDPS,5.325,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.1,4.3,,8.2,3.9,13.8,7.1,6.7,654.1,8.1,,3.6,4.4,5.8,4,2.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,86%,,,,,86%,86%,,,,,88%,88%
Q6P6T4,Echinoderm microtubule-associated protein-like 2 OS,EML2,5.312,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.6,167,125.6,79.3,46.1,69.5,70.1,28.9,1488.2,33.3,4,37.3,72.6,37.7,46.7,36.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
O35162,Heat shock 70 kDa protein 13 OS,HSPA13,5.31,4,2,2,2,,,,,,,,,,,,,,,,,137.9,5.9,,3.5,4,4.8,,2.3,127.2,1.9,,4.4,4.8,4.2,,1.9,346.7,40.8,11.3,26,8.9,22.1,6.5,10.6,768.9,5.3,,6.1,29.4,7.1,8.1,8.5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,71%,93%,,,71%,71%,100%,86%,,,75%,75%,100%,88%
G3V8B6,26S proteasome non-ATPase regulatory subunit 1 OS,PSMD1,5.294,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D4ABV5,Calmodulin OS,CALM2,5.241,13,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.4,3890.1,338,66.3,46.3,72.5,99.2,8.9,395.9,36.6,98.9,30.9,112.6,41,45.6,26.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P40329,"Arginine--tRNA ligase, cytoplasmic OS",RARS,5.232,6,3,3,3,34.2,12.3,8.2,13.2,10.1,11.1,4.9,14,76.4,9.6,6.3,2.7,12.1,8.6,13.2,8.5,88.2,6,4.1,6.1,4.5,4.9,,11.8,66.6,3.8,2.4,4.5,4.8,3.9,4.2,5.3,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,93%,,100%,100%,86%,100%,,,100%,100%,88%,100%,,
Q64232,Very-long-chain enoyl-CoA reductase OS,TECR,5.199,8,3,4,3,877,73.9,67,67.4,60.3,65.4,36.2,40.9,1359.5,33.9,72.3,2.8,40.3,65.2,48.6,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
P45352,Thymidylate synthase OS,TYMS,5.189,10,3,3,3,51.4,2.3,2.2,3.7,3.2,4.7,4.4,4.7,140,2.3,3.6,2.9,4.8,6.9,7.3,0.4,,,,,,,,,,,,,,,,,391.5,77.5,60.7,60.8,16.6,48,32.8,18.7,684.5,10.3,,19.5,48.3,23,25.7,19.7,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,100%,,93%,100%,100%,,,100%,86%,100%,100%,,,100%,88%
D3ZVQ0,Ubiquitin carboxyl-terminal hydrolase OS,LOC100911959,5.183,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,79.5,26.4,19.3,12.6,16.5,9.7,16.5,291.1,11.1,13.1,12,19.8,19.6,16,11.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1LTX3,Uncharacterized protein (Fragment) OS,LOC100909772,5.091,5,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.5,590.2,249.3,67.7,61.9,121,60.2,28.7,1533.7,37.8,10.4,30.4,117.2,29,34.4,42.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q9EQS0,Transaldolase OS,TALDO1,5.084,6,2,2,2,46.5,28.1,23,15.9,13.7,13.1,10.3,14.3,109.7,13.8,15.7,12.3,13.7,17.1,8.4,8.7,,,,,,,,,,,,,,,,,209.3,147.4,30.6,13.1,12.5,11,11.9,2.1,347.8,9.7,19.5,5.7,17.6,6.4,8.8,7.9,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q7TMC7,Ab2-417 OS,TF,5.063,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,15.5,16.2,9.1,3.7,7.2,6.6,7.2,107.8,3.1,2.7,6.5,10.7,5.4,9.5,5.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
M0R4B6,60S ribosomal protein L12 OS,RGD1564883,4.998,16,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
F1LPX5,Protein Plscr2 (Fragment) OS,PLSCR2,4.962,10,2,2,2,128.7,20.4,6.4,13.5,9.7,18.2,5.7,6.5,231.3,7,9.7,,7.5,8,8.8,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93%,,,100%,86%,,,,,100%,88%,,,,
P62278,40S ribosomal protein S13 OS,RPS13,4.957,13,2,3,2,190.6,15.1,7.4,7,10.6,6,4,11.6,500.8,5.2,11.3,0.5,7,5.2,6.9,,,,,,,,,,,,,,,,,,547.1,103.1,,29.2,18.1,22,15.2,13.5,898.9,12.1,,17.7,23.3,27.6,28.3,16.4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,93%,,86%,100%,86%,,,86%,86%,100%,88%,,,88%,88%
D3ZRM5,Protein Rab23 OS,RAB23,4.939,11,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D3ZHA1,Protein LOC100911750 OS,B3GNT1,4.932,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.9,123.2,47.7,84.9,46.6,68.1,64.7,57.3,1205.6,65,,38.1,104.1,44.3,47.4,46.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
D4ABT8,Protein Hnrnpul2 OS,HNRNPUL2,4.927,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.9,102,58,42.5,29.6,37.3,29.2,30.9,422.3,14.8,31.1,24.8,42.5,20.9,31,23.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P28064,Proteasome subunit beta type-8 OS,PSMB8,4.926,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.4,794,176.9,88.1,70.1,84.7,49.6,404.8,353,43,124.8,49.5,117,54,57.6,47.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q6AYS3,Protective protein for beta-galactosidase OS,CTSA,4.917,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,281,59.2,27.8,26.9,38.5,19.8,10.3,152,24.5,33.3,9.4,53.3,10.9,21.8,17.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P60868,40S ribosomal protein S20 OS,RPS20,4.907,16,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.1,193.2,5.9,17.7,6.7,17.1,11.7,3,802.3,8.1,,7.7,13.7,6.9,8.3,9.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
P49432,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS",PDHB,4.9,8,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4,96.1,34.3,55.4,21.7,55.5,16.2,32.2,140.3,16.3,21.4,26.9,46.2,12.1,35.1,24.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P13941,Collagen alpha-1(III) chain OS,COL3A1,4.895,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5,62.3,42.9,29,25.5,33.1,24.7,23.9,230.5,25.1,28.4,18.6,33.2,21,26,25.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
G3V6S2,Cytoplasmic aconitate hydratase OS,ACO1,4.869,3,2,3,2,14,52.9,39.3,46.5,51.7,34.5,42.4,50.6,25.6,49.4,52.5,31.5,30.2,46.2,43.8,41.7,,,,,,,,,,,,,,,,,31.8,164.4,287.2,294.6,240.8,205.6,263.1,158.7,98.8,102.8,264.7,221.2,246,243.6,221,228.1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q6IRJ7,Annexin OS,ANXA7,4.839,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1,82.4,93.8,13.3,14.7,29,11.9,10.7,231.4,20.3,12.7,8.8,19.8,9,12,9.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D4AC45,"1-acylglycerol-3-phosphate O-acyltransferase 2 (Lysophosphatidic acid acyltransferase, beta) (Predicted) OS",AGPAT2,4.818,10,2,2,2,210.7,20.6,14.6,18.8,13.2,22.7,5.3,10.2,386.5,7.8,15.7,3.7,7.9,10.1,13.6,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
D4A9D6,DEAH (Asp-Glu-Ala-His) box polypeptide 9 (Predicted) OS,DHX9,4.789,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.2,69.7,33.4,30.5,19.1,30,14.3,20.1,416.7,14.8,15.2,19.4,27.6,17.7,27.2,17.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P19804,Nucleoside diphosphate kinase B OS,NME2,4.775,11,2,3,2,,,,,,,,,,,,,,,,,862.5,57.9,31.2,48.2,63.1,44,13.2,195.7,785.4,64.5,15.9,68.1,59.4,58.1,24.5,82,1006.8,554.7,264.4,41.8,34.1,76.3,39,17.6,987.7,24.7,1.8,24.6,61.8,20,32.9,28.4,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
D3ZMY7,Protein Nt5c2 (Fragment) OS,NT5C2,4.772,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.6,300.5,43.3,21.2,17.2,28,19.5,6.5,759,11.6,,12.2,31.1,14,17.4,14.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
G3V852,Protein Tln1 OS,TLN1,4.749,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.4,73.5,4.8,12.8,8.9,9.7,9.4,25.6,263,7.4,,3.5,11.6,6,9.6,9.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
Q62931,Golgi SNAP receptor complex member 1 OS,GOSR1,4.74,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q62940,E3 ubiquitin-protein ligase NEDD4 OS,NEDD4,4.696,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3,9.8,10.8,4,3.8,6.2,3.3,2,140.9,,2.4,1.7,4.6,3.4,3.5,2.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,100%,,,,,100%,100%,,,,,100%,88%
Q64057,Alpha-aminoadipic semialdehyde dehydrogenase OS,ALDH7A1,4.675,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.8,110.6,150.2,29.4,15.6,46.6,28.2,16,275.8,15.8,31,15.8,43.7,16.3,20.5,16.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
B1WBY7,ER lipid raft associated 1 OS,ERLIN1,4.669,8,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D4A997,HIV TAT specific factor 1 (Predicted) OS,HTATSF1,4.644,4,3,4,3,91.1,7.3,19.3,12,21.7,8.2,3.8,5.6,298.2,6.2,28.3,,5.4,7,5.9,,,,,,,,,,,,,,,,,,190.4,27.9,37,14.2,13.3,20.3,13.2,7.5,430.3,11.7,8.7,9.3,22.5,13.2,14.1,7.8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,,100%,100%,71%,,,100%,100%,100%,75%,,,100%,100%
D4AEC0,Histone H2A OS,H2AFV,4.581,15,2,4,2,,,,,,,,,,,,,,,,,131.9,4,4.8,7.7,8,8.2,,33.6,148.4,3.4,4.3,9.4,4.9,7.6,4.8,8.2,838.7,335.1,321.8,142.4,85.4,83.6,103,54,1577,75.2,29.3,50,173.3,68,85.2,49.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,86%,100%,100%,100%,,,88%,100%,100%,100%
P21531,60S ribosomal protein L3 OS,RPL3,4.575,9,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.9,1001.4,131.6,157.4,65.2,109.9,81.7,43.7,3787.9,51.2,,72.6,130.3,54.8,87.9,54.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
G3V8G5,Golgi apparatus protein 1 OS,GLG1,4.56,2,2,2,2,73.4,4.4,6,4.5,6.9,5,3.8,6.1,208.5,4.9,10.6,1.7,7.8,5.2,6.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
Q8R4A1,ERO1-like protein alpha OS,ERO1L,4.478,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,23.3,15,7.5,7.8,8.5,8.4,10.7,28,3.7,6.9,5.6,9.1,4.7,8.1,8.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D3ZPF5,Protein Smarcc2 OS,SMARCC2,4.469,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
G3V7L6,26S protease regulatory subunit 7 OS,PSMC2,4.458,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.7,180,101.7,43.8,18.7,34.4,24.5,25.5,880.3,9.5,,15,36.2,27.3,29.7,19.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
P24049,60S ribosomal protein L17 OS,RPL17,4.457,17,3,3,3,48.8,6.6,6.2,5.4,4.7,3.6,,8.2,99.5,4,3.6,0.5,3.3,,6.2,3.9,,,,,,,,,,,,,,,,,1045.6,354.6,,43.6,21.7,43.4,35.6,12.6,1957.6,19.2,,22.7,47,22.1,27,20.4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,86%,,86%,86%,86%,,,86%,86%,88%,88%,,,88%,88%
D3ZRF6,Protein Pnpla6 OS,PNPLA6,4.451,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q9Z2G8,Nucleosome assembly protein 1-like 1 OS,NAP1L1,4.422,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.5,128.1,12.8,109.2,27.6,49,42.7,30.4,1234,34.8,,29.5,64.5,24.3,28.7,35.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
P12007,"Isovaleryl-CoA dehydrogenase, mitochondrial OS",IVD,4.415,7,3,3,3,141.7,10,10.2,11.3,12,10.3,6.6,13.1,255.3,4.5,16,0.5,9.6,8.7,8.2,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
D4A414,"COX15 homolog, cytochrome c oxidase assembly protein (Yeast), isoform CRA_a OS",COX15,4.409,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
