Accession,Description,Gene Symbol,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,"Abundance: F3: 130N, Sample, A, (-)BiotinPD","Abundance: F3: 129C, Sample, A, (-)Hpg","Abundance: F3: 126, Sample, A, 0_0Hr","Abundance: F3: 127N, Sample, A, 0_5Hr","Abundance: F3: 127C, Sample, A, 1_0Hr","Abundance: F3: 128N, Sample, A, 1_5Hr","Abundance: F3: 128C, Sample, A, 2_0Hr","Abundance: F3: 129N, Sample, A, 3_0Hr","Abundance: F3: 134N, Sample, B, (-)BiotinPD","Abundance: F3: 133C, Sample, B, (-)Hpg","Abundance: F3: 130C, Sample, B, 0_0Hr","Abundance: F3: 131N, Sample, B, 0_5Hr","Abundance: F3: 131C, Sample, B, 1_0Hr","Abundance: F3: 132N, Sample, B, 1_5Hr","Abundance: F3: 132C, Sample, B, 2_0Hr","Abundance: F3: 133N, Sample, B, 3_0Hr","Abundance: F4: 133C, Sample, C, (-)BiotinPD","Abundance: F4: 126, Sample, C, (-)Hpg","Abundance: F4: 127C, Sample, C, 0_0Hr","Abundance: F4: 128C, Sample, C, 0_5Hr","Abundance: F4: 129C, Sample, C, 1_0Hr","Abundance: F4: 130C, Sample, C, 1_5Hr","Abundance: F4: 131C, Sample, C, 2_0Hr","Abundance: F4: 132C, Sample, C, 3_0Hr","Abundance: F4: 134N, Sample, D, (-)BiotinPD","Abundance: F4: 127N, Sample, D, (-)Hpg","Abundance: F4: 128N, Sample, D, 0_0Hr","Abundance: F4: 129N, Sample, D, 0_5Hr","Abundance: F4: 130N, Sample, D, 1_0Hr","Abundance: F4: 131N, Sample, D, 1_5Hr","Abundance: F4: 132N, Sample, D, 2_0Hr","Abundance: F4: 133N, Sample, D, 3_0Hr","Abundance: F9: 126, Sample, E, (-)BiotinPD","Abundance: F9: 130N, Sample, E, (-)Hpg","Abundance: F9: 129C, Sample, E, 0_0Hr","Abundance: F9: 129N, Sample, E, 0_5Hr","Abundance: F9: 128C, Sample, E, 1_0Hr","Abundance: F9: 128N, Sample, E, 1_5Hr","Abundance: F9: 127C, Sample, E, 2_0Hr","Abundance: F9: 127N, Sample, E, 3_0Hr","Abundance: F9: 134N, Sample, F, (-)BiotinPD","Abundance: F9: 130C, Sample, F, (-)Hpg","Abundance: F9: 131N, Sample, F, 0_0Hr","Abundance: F9: 131C, Sample, F, 0_5Hr","Abundance: F9: 132N, Sample, F, 1_0Hr","Abundance: F9: 132C, Sample, F, 1_5Hr","Abundance: F9: 133N, Sample, F, 2_0Hr","Abundance: F9: 133C, Sample, F, 3_0Hr",Quantified,Run 1 - Quantified,Run 2 - Quantified,Run 3 - Quantified,Run 1 - Fully Quantified,Run 2 - Fully Quantified,Run 3 - Fully Quantified,Total - Fully Quantified,Run 1 - % Hpg Pulse Channels Quantified,Run 2 - % Hpg Pulse Channels Quantified,Run 3 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Hpg Pulse channels Quantified,Biological Replicate 2 - % Hpg Pulse Channels Quantified,Biological Replicate 3 - % Hpg Pulse Channels Quantified,Biological Replicate 4 - % Hpg Pulse Channels Quantified,Biological Replicate 5 - % Hpg Pulse channels Quantified,Biological Replicate 6 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Channels Quantified,Biological Replicate 2 - % Channels Quantified,Biological Replicate 3 - % Channels Quantified,Biological Replicate 4 - % Channels Quantified,Biological Replicate 5 - % Channels Quantified,Biological Replicate 6 - % Channels Quantified
G3V7I0,Peroxiredoxin 3 OS,PRDX3,8.713,13,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.6,7,7.4,9.4,11.8,9.4,6.4,4.5,113.9,8,11.4,7.5,8.2,8.5,10.1,14.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1LNF0,Protein Myh14 OS,MYH14,8.696,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,28.2,38.2,35.7,43.6,34.6,2.6,35.8,378.3,39.2,40.4,61.5,32.5,31.3,22.1,50.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q6MG61,Chloride intracellular channel protein 1 OS,CLIC1,8.666,24,3,4,3,96.2,2.8,,10.5,3.7,4,4.3,5.2,117.7,3.1,4.6,,3.2,3.8,,1.7,,,,,,,,,,,,,,,,,105.8,68.7,67.1,64.3,79.5,57.2,78.9,76.2,60.3,51.3,61.9,50.9,67.8,71.6,60.9,76.2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,79%,,100%,86%,71%,,,100%,100%,88%,75%,,,100%,100%
B0BN81,40S ribosomal protein S5 OS,RPS5,8.665,12,2,4,2,259.9,6.2,4.8,13.5,9.7,4.6,7.3,16.1,254.8,5.1,12.7,,5.7,8.8,6.1,2.7,206,3.7,9.1,7.6,9.9,6.1,6,3.2,283.8,2.9,7.7,10.4,3.1,9.5,7.1,6.2,125.2,,1.9,2.3,2.2,4.9,0.4,2.2,51.3,11.3,3.6,2.2,5.2,,1.2,6.1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,93%,100%,93%,100%,86%,100%,100%,100%,86%,100%,88%,100%,100%,88%,88%
Q924S5,"Lon protease homolog, mitochondrial OS",LONP1,8.647,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,3.6,3.8,4.3,5.9,3.2,,6.7,40.6,4,7.6,3.1,5,2.8,3,5.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,86%,100%,,,,,88%,100%
G3V901,Protein Ext1 OS,EXT1,8.638,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D4A4K4,Protein Vps13c OS,VPS13C,8.626,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,5.4,5.1,3.2,8,3.5,,6.8,56.7,1.9,5,6.2,7.1,8.2,5.8,10.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,86%,100%,,,,,88%,100%
G3V9Y1,"Myosin, heavy polypeptide 10, non-muscle, isoform CRA_b OS",MYH10,8.608,2,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
F1M280,Protein Tll2 OS,TLL2,8.551,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.3,6.4,10.7,11.5,12,7.9,22.7,13.2,114.6,8.3,11.3,15.9,11.6,10,6.9,10.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P04762,Catalase OS,CAT,8.471,6,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,19.6,35.6,31.6,36.2,23.6,38.1,39.7,103.5,28.9,32.5,51.4,32.7,31.8,26.1,58.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q4KMA8,Endoplasmic reticulum aminopeptidase 1 OS,ERAP1,8.438,4,3,4,3,,,,,,,,,,,,,,,,,92.4,167.6,147.2,117.4,126.5,109.9,131.7,148.6,334.4,86.2,193.5,134.9,190.8,187.1,145.5,183.6,313,5.2,16,13,17.7,11.3,,18.5,112.2,6.1,9.1,10.5,7.4,9.9,14.6,10.2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,100%,93%,,,100%,100%,86%,100%,,,100%,100%,88%,100%
Q9R1Z0,Voltage-dependent anion-selective channel protein 3 OS,VDAC3,8.361,14,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9,11.2,16.4,16.9,21,14.5,15.7,16.8,60.8,14.3,23,14.2,12.4,17.3,17.6,24.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q9JJ31,Cullin-5 OS,CUL5,8.349,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.2,21.2,21,18.4,22.7,18.4,4.6,14.2,398.9,17.4,16.8,29.4,20,16.9,13.2,34.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D4ABY2,Coatomer subunit gamma-2 OS,COPG2,8.321,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q6B345,Protein S100-A11 OS,S100A11,8.309,23,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P62718,60S ribosomal protein L18a OS,RPL18A,8.298,13,2,7,2,244.8,46.7,29,22.2,26.8,39.9,20.3,26.6,279.6,23.6,19.3,15.6,18.4,50.3,18.2,23.4,157.7,5.5,7.8,10.9,7,6.1,3,7,224.4,6,9.4,4.9,9.3,11.5,10.2,7.2,282.4,5,13.2,7.5,10.6,5,,6.6,113.5,5,9.2,14.9,4.1,3,9.2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,100%,100%,93%,100%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%
D4A7R0,Signal recognition particle subunit SRP72 OS,LOC100910272,8.27,6,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.5,35.9,36.4,37.3,40.4,36.8,37.2,32.9,215.5,34.8,29.6,37.6,31.2,34.9,27.5,40.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q6AXS4,Renin receptor OS,ATP6AP2,8.261,11,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,18.1,23.4,28.2,18.5,22.9,26.5,11.7,67.5,21.8,18.9,23.5,17.6,17.2,17.1,27,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q5XI32,F-actin-capping protein subunit beta OS,CAPZB,8.198,11,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.2,42.9,47.4,58.8,57.5,48.4,52.4,54.3,233.8,58.5,50.2,68.3,50.7,50,48.3,66.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
B5DEI0,Pcyox1l protein OS,PCYOX1L,8.139,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q6GMN6,Carnitine O-octanoyltransferase OS,CROT,8.138,5,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.6,6.4,9.7,10.6,9.9,9.4,12.5,6.4,196.6,6.7,10.3,10.1,10.8,14.4,6.3,15.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q9QX81,Protein Hnrnpab OS,HNRNPAB,8.137,8,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.8,18.8,20.7,20.4,29.4,20,25.3,21.6,63.6,18.8,19.2,20.4,21.8,18.7,20.6,22.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P45352,Thymidylate synthase OS,TYMS,8.133,8,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.5,24.9,40.3,33.3,43.2,29.3,23,24,341.9,25.5,39.3,37.5,27.4,36.4,17.4,54.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q8VHF5,"Citrate synthase, mitochondrial OS",CS,8.125,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.2,13.8,22.3,45.3,40.1,20.1,,24.7,496.7,11.7,24.6,21.2,14.1,23.1,17.8,26.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,86%,100%,,,,,88%,100%
Q9EQR2,"Alkyldihydroxyacetonephosphate synthase, peroxisomal OS",AGPS,8.091,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4,42.3,58.6,48.3,50.1,44.2,60.3,45.7,147.7,53.2,44.4,58.5,60.2,60.4,42.3,110.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P20070,NADH-cytochrome b5 reductase 3 OS,CYB5R3,8.059,9,3,4,3,,,,,,,,,,,,,,,,,142.2,,6.3,6.3,6.3,3.1,7.9,2.3,272.6,,9.6,9,10.7,14.8,7.8,,686.1,12.7,25.4,26.2,24,19.9,21.3,25.1,462.2,12.9,21.5,24.5,25.3,20.3,8.7,27.7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,100%,86%,100%,100%,,,88%,75%,100%,100%
F1LR13,Atlastin-3 OS,ATL3,8.047,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
F1LT35,Protein Rpl23a-ps1 (Fragment) OS,RGD1564606,8.047,17,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.5,10.6,13.3,8.9,12,10.6,17.2,10.3,85.1,14.1,11.2,17,12.3,9.3,8.6,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
B5DEH2,Erlin-2 OS,ERLIN2,7.995,8,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q63413,Spliceosome RNA helicase Ddx39b OS,DDX39B,7.801,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.9,28.6,51.4,51,61.6,48.5,,51.1,1164.9,51.8,52.2,62.1,51.8,53.3,50.5,46.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,86%,100%,,,,,88%,100%
G3V8G5,Golgi apparatus protein 1 OS,GLG1,7.782,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.3,8.5,12.1,12.2,12.7,12.7,9.7,9.3,134.2,10.5,11.9,11.2,8.5,7.9,11.7,14.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D3ZFP4,Protein Mcm3 OS,MCM3,7.755,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.4,6.2,10.5,10.1,6.7,8.8,5.4,6.1,70.8,6.2,6.4,10,8.7,6.1,1.6,5.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
B4F7C9,Protein Stt3a OS,STT3A,7.73,4,2,2,2,264.4,67.6,63.9,63.9,80.2,82.9,89.3,79.1,251.6,35.2,89.5,65.7,48.5,60.4,41.5,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
Q6AYE5,Out at first protein homolog OS,OAF,7.664,6,2,4,2,824.4,19.3,38.6,21.4,50.7,14.7,21.9,24.7,921.2,25.6,,,26.7,20.8,30.6,9.1,180.1,6,2.1,6.1,2.9,5.8,8.5,1.1,231.5,6.3,3.8,5.7,4.8,8.5,,,1886.5,34.8,50,37.9,46.3,30.9,,37.2,1056,47.9,45.2,68.3,39.4,41.7,25.7,53.6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86%,86%,93%,100%,71%,100%,71%,86%,100%,100%,75%,100%,75%,88%,100%
P40329,"Arginine--tRNA ligase, cytoplasmic OS",RARS,7.62,4,3,3,3,,,,,,,,,,,,,,,,,157.2,2.6,8.3,9.5,5.9,5.9,11,8.4,273,6,12.9,7.2,7.7,11.9,9.1,7.4,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,100%,,,,100%,100%,,,,,100%,100%,,
G3V9N9,"Mannosidase 1, alpha (Predicted), isoform CRA_a OS",MAN1A1,7.609,5,3,5,3,,,,,,,,,,,,,,,,,1729.2,45,61.8,70,48.3,38.4,58.9,37.3,2213.2,39.1,69.8,53.3,50.4,78.6,59.7,19.4,410,9.5,10,9.6,14.3,8.2,,9.1,254.5,11.5,12.8,15.6,12,11.2,11.5,13.3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,100%,93%,,,100%,100%,86%,100%,,,100%,100%,88%,100%
P27605,Hypoxanthine-guanine phosphoribosyltransferase OS,HPRT1,7.591,12,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.9,13.6,19.4,16.6,19.1,17.6,6.6,14,159.1,17.4,22.3,24.2,12.8,18.6,21.8,31.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q05982,Nucleoside diphosphate kinase A OS,NME1,7.539,21,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P62890,60S ribosomal protein L30 OS,RPL30,7.524,27,3,4,3,78.6,20.3,18.8,16.8,15.8,22.9,19.1,20.9,82.7,10.8,17.4,12,13.8,21.1,9.1,12.7,809.7,18.7,19.9,22.7,36.3,23.7,26.9,26.5,1111.4,24.6,42.6,25.3,29.7,41.4,27.2,,223.1,28.2,35.9,38.6,39.1,35.1,39,32.5,113.1,20.3,28.5,40.7,33.7,35.6,22.6,40.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,93%,100%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%
G3V8V3,Phosphorylase OS,PYGM,7.512,4,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
G3V998,Lanosterol synthase OS,LSS,7.47,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D4A5K6,Protein Zmpste24 OS,ZMPSTE24,7.414,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.7,5,13.3,10.7,17.8,11.5,,8.8,160.7,5.5,11.6,17.8,10.2,10.9,4,11.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,86%,100%,,,,,88%,100%
P23606,Protein-glutamine gamma-glutamyltransferase K OS,TGM1,7.334,4,2,2,2,81,49.2,36.5,73.6,56,32.2,29.1,93,70.4,31,40.9,35.2,45.8,51.1,45.4,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
Q6AYI1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 OS,DDX5,7.326,7,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.1,28.7,61.3,47.7,75,54,72.5,66.5,674.1,63.3,73.8,149.1,47.9,49.2,19.7,77.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P50398,Rab GDP dissociation inhibitor alpha OS,GDI1,7.317,8,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D4A8D5,"Filamin, beta (Predicted) OS",FLNB,7.302,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P12711,Alcohol dehydrogenase class-3 OS,ADH5,7.286,9,4,8,4,1224.9,12.4,16.7,28.7,16.9,15.9,17.9,16.9,1424.9,9.9,13.4,1.7,23,14.8,11.9,3.1,2130.6,40.5,39.7,30.6,39.2,48.2,54.4,1.5,2312.6,25.6,65.6,75.2,41.3,59.2,37.7,11.8,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,100%,100%,,100%,100%,100%,100%,,,100%,100%,100%,100%,,
P35213,14-3-3 protein beta/alpha OS,YWHAB,7.258,17,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
C0JPT7,Filamin alpha OS,FLNA,7.244,1,2,3,1,254.1,34.6,15.7,31,15,11.6,14.4,32.7,250.8,14.4,27.2,13.8,12.6,23.2,13.4,14.3,229.9,6.4,6.4,7.8,3.6,4.4,4.7,0.8,270.3,2.9,9.1,4.9,5.9,9.3,9,,124,12.2,14.1,14.6,12,7.4,18.7,12.2,83.8,10.7,11.7,17.4,10.1,14.1,7.6,18.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,93%,100%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%
D3ZHJ3,Protein Sema3b OS,SEMA3B,7.24,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9,11.5,11.9,17.4,18.9,18.9,5,9.6,121.2,12.2,16.5,55.9,16.2,19.5,16,22.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D3Z8E2,Protein Sema3e OS,SEMA3E,7.226,3,2,3,2,910,2.5,8,9.8,7.8,3.9,11.6,4.4,990.9,4.6,,,8.6,5.9,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79%,,,100%,57%,,,,,100%,63%,,,,
Q63570,26S protease regulatory subunit 6B OS,PSMC4,7.204,6,2,4,2,72.2,8.6,4.8,5.5,4.1,1.6,3.1,7.3,80.8,,5.5,0.1,4.5,4.3,2.9,7.9,,,,,,,,,,,,,,,,,106.8,4.1,5.1,5.1,2.9,5.4,0.3,4.4,61.4,7.2,3.6,6.2,2.7,3.7,4.7,4.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,88%,,,100%,100%
Q5RKI0,WD repeat-containing protein 1 OS,WDR1,7.159,5,4,7,4,317,3.1,7.6,10.4,7.1,4.2,7.1,2.8,329.4,3.4,8.2,,5.8,8.9,6.7,,224.6,7.3,7.6,7.5,7.1,6.1,8.2,6.1,304.9,4.1,9.1,5.1,8.3,11.2,10.6,10.1,379.9,7.1,11.3,10.5,10.6,7.5,,9.3,198.6,8.7,9.5,10.6,11.1,10.9,10.4,7.7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,86%,100%,93%,100%,71%,100%,100%,86%,100%,100%,75%,100%,100%,88%,100%
D3ZBN3,Protein Epha2 OS,EPHA2,7.145,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,24.3,47.6,37.6,39.2,34.6,33.1,41.6,244.3,24.8,34.2,39.3,33.7,33.9,24.4,42.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P24049,60S ribosomal protein L17 OS,RPL17,7.143,14,3,4,3,455.6,20.2,16,30,18.8,22.5,15.8,39,644.2,12.2,21.7,1.7,16,19.6,19.7,6.8,205.8,7.6,15.7,18.1,10.2,10,22.3,12.3,387.9,9.1,14.1,12.1,17.1,25.3,22.7,5.2,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,100%,100%,,100%,100%,100%,100%,,,100%,100%,100%,100%,,
B1WC49,Api5 protein OS,API5,7.115,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.1,55.1,25.5,21.5,26.6,16.4,17.9,21.5,190.9,22.9,16.3,27.1,27.1,26.3,11.4,25.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
G3V8U9,Proteasome subunit beta type OS,PSMB4,7.112,11,2,3,2,344,2.5,3.3,9.9,4.7,3.5,3,8,346.6,4,,,5.4,4.7,3.8,,,,,,,,,,,,,,,,,,158.5,7.2,15.9,16.6,14.3,10,8.1,8.9,140.4,10.1,12.3,10.2,4.5,8.7,0.7,31.5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,79%,,100%,100%,57%,,,100%,100%,100%,63%,,,100%,100%
P62755,40S ribosomal protein S6 OS,RPS6,7.112,9,2,4,2,,,,,,,,,,,,,,,,,1505.5,40.1,67,59.7,55.6,42.3,56.2,25.1,2131,17.6,78.2,49.7,61.6,100.8,73,21.7,367.1,11.6,14.3,14,16.9,17.1,14.2,12.4,233.1,15,14,15.3,15.6,15.1,12.6,20.6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P21213,Histidine ammonia-lyase OS,HAL,7.017,6,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.3,69.4,102.2,69.5,85,62.6,86.2,87.5,219.6,107.7,97.5,108.1,104.8,85.1,58.1,191.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
